topology,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger_constant,spectral_gap,spectral_radius,algebraic_connectivity,border_breadth,border_breadth_avg
topo3_rnp_it3,49,65,2.6530612244897958,1,1.8019379636444177,2.4070104177941127,-0.30969646741945545,0.08021390374331551,0.054988662131519275,0.09090909090909091,0.5576516995568674,3.944108652693178,0.06550958178940776,"{'3': 0.2222222222222222, '1': 0.25, '2': 0.14285714285714285, '4': 0.4444444444444444}",0.2648809523809524
topo3_it0,49,65,2.6530612244897958,1,2.0657658599387045,2.3981865691267017,-0.25052279381012166,0.11320754716981132,0.07997172895132079,0.08695652173913043,1.206040199811651,4.579854637295598,0.062164338174941054,"{'3': 0.1111111111111111, '1': 0.25, '2': 0.14285714285714285, '4': 0.2222222222222222}",0.18154761904761904
topo3_rac_it1,49,65,2.6530612244897958,1,2.0359124756473346,2.326755206481791,-0.25003293026686724,0.0861244019138756,0.06743528580263275,0.13043478260869565,1.060698436460954,4.438797186480565,0.08417516562695261,"{'3': 0.16666666666666666, '1': 0.25, '2': 0.21428571428571427, '4': 0.2222222222222222}",0.21329365079365079
topo3_rnp_it4,49,65,2.6530612244897958,1,1.8132282678564227,2.4520999071615748,-0.24890206411945598,0.09574468085106383,0.05952380952380953,0.16666666666666666,0.5169264844130188,3.954814289536439,0.08011092581011615,"{'3': 0.2777777777777778, '1': 0.25, '2': 0.21428571428571427, '4': 0.4444444444444444}",0.29662698412698413
topo3_rnp_it5,49,65,2.6530612244897958,1,1.790576470942355,2.4346559689519145,-0.19266055045871586,0.0967741935483871,0.0750242954324587,0.16666666666666666,0.7130455250112244,4.042561668199419,0.08378501437158285,"{'3': 0.2777777777777778, '1': 0.25, '2': 0.21428571428571427, '4': 0.4444444444444444}",0.29662698412698413
topo3_rac_it4,49,65,2.6530612244897958,1,1.943603012377,2.354207427934434,-0.2772832179360372,0.015,0.007482993197278912,0.13043478260869565,0.6998485662603833,4.049690857675498,0.11278803746315935,"{'3': 0.2222222222222222, '1': 0.375, '2': 0.21428571428571427, '4': 0.2222222222222222}",0.25843253968253965
topo3_rac_it5,49,65,2.6530612244897958,1,1.9118430087559786,2.439860223394864,-0.24829574227727794,0.030456852791878174,0.016618075801749267,0.17391304347826086,0.6569888186138559,4.014967546524241,0.13533429364583438,"{'3': 0.2777777777777778, '1': 0.375, '2': 0.2857142857142857, '4': 0.2222222222222222}",0.2901785714285714
topo3_rac_it2,49,65,2.6530612244897958,1,2.015764608141346,2.2422305238271734,-0.2733701837099656,0.07246376811594203,0.046134817563389,0.13636363636363635,0.9338551732168443,4.3231716905930515,0.088206508886736,"{'3': 0.16666666666666666, '1': 0.25, '2': 0.21428571428571427, '4': 0.2222222222222222}",0.21329365079365079
topo3_rnp_it1,49,65,2.6530612244897958,1,1.9748523107596645,2.4287275188406223,-0.30732607850757904,0.059113300492610835,0.04313101864122272,0.09090909090909091,0.8506687791814942,4.231045589838447,0.06222168127860893,"{'3': 0.16666666666666666, '1': 0.25, '2': 0.14285714285714285, '4': 0.3333333333333333}",0.2232142857142857
topo3_rac_it3,49,65,2.6530612244897958,1,1.8903732533729651,2.3095854223031185,-0.3044444444444444,0.015384615384615385,0.006122448979591837,0.16666666666666666,0.5363888974128015,3.955848146163189,0.1033122308461617,"{'3': 0.16666666666666666, '1': 0.25, '2': 0.21428571428571427, '4': 0.2222222222222222}",0.21329365079365079
topo4_rnp_it2,48,68,2.8333333333333335,1,1.504622507105649,2.404484217286523,-0.16877536404869883,0.08379888268156424,0.098015873015873,0.19047619047619047,0.3586595836920159,3.725446802930275,0.12208177730415534,"{'3': 0.8571428571428571, '1': 2.0, '5': 0.25, '4': 1.0, '2': 0.4, '6': 0.36363636363636365}",0.8117965367965368
topo4_rnp_it3,48,68,2.8333333333333335,1,1.51840559652405,2.437595766417776,-0.11855990068280514,0.1,0.1015376984126984,0.19047619047619047,0.5946490541757936,3.8537549697423783,0.12427475912515981,"{'3': 1.0, '1': 2.0, '5': 0.25, '4': 1.0, '2': 0.4, '6': 0.45454545454545453}",0.8507575757575757
topo4_rac_it1,48,68,2.8333333333333335,1,1.6244657241348273,2.46877934910278,-0.17627677100494224,0.09574468085106383,0.06259920634920635,0.18181818181818182,0.49539306127427185,4.029630710466912,0.11712342661971464,"{'3': 0.8571428571428571, '1': 2.0, '5': 0.25, '4': 0.6, '2': 0.3, '6': 0.45454545454545453}",0.7436147186147185
topo4_rnp_it4,48,68,2.8333333333333335,1,1.504622507105649,2.404484217286523,-0.12548738760245123,0.08379888268156424,0.09593253968253967,0.25,0.5072548892045896,3.7768094532569854,0.1242746420796779,"{'3': 1.0, '1': 2.0, '5': 0.3333333333333333, '4': 1.0, '2': 0.4, '6': 0.36363636363636365}",0.8494949494949496
topo4_it0,48,68,2.8333333333333335,1,1.5855247992033707,2.4496204526228813,-0.16833708324810848,0.11351351351351352,0.12509920634920632,0.17391304347826086,0.5066072783647471,4.029040324695689,0.09609775881321589,"{'3': 0.8571428571428571, '1': 2.0, '5': 0.25, '4': 0.6, '2': 0.2, '6': 0.36363636363636365}",0.7117965367965368
topo4_rnp_it5,48,68,2.8333333333333335,1,1.504622507105649,2.404484217286523,-0.12548738760245123,0.08379888268156424,0.09593253968253967,0.19047619047619047,0.5072548892045861,3.776809453256989,0.12427464207967745,"{'3': 1.0, '1': 2.0, '5': 0.3333333333333333, '4': 1.0, '2': 0.4, '6': 0.36363636363636365}",0.8494949494949496
topo4_rac_it4,48,68,2.8333333333333335,1,1.6372402253657083,2.5051802099059772,-0.22713130056005001,0.07936507936507936,0.04037698412698413,0.23809523809523808,0.4364267612292436,3.93206193773381,0.1555308561199542,"{'3': 0.8571428571428571, '1': 2.0, '5': 0.3333333333333333, '4': 0.8, '2': 0.3, '6': 0.45454545454545453}",0.7908369408369408
topo4_rac_it5,48,68,2.8333333333333335,1,1.5456030825826172,2.4964945611911946,-0.21796165489404726,0.06593406593406594,0.03432539682539682,0.23809523809523808,0.6780995978646689,3.9182167178977485,0.1605125575518304,"{'3': 0.8571428571428571, '1': 1.6666666666666667, '5': 0.3333333333333333, '4': 0.8, '2': 0.3, '6': 0.36363636363636365}",0.7201298701298701
topo4_rac_it2,48,68,2.8333333333333335,1,1.6624947786050004,2.5005030582647314,-0.17154586445925005,0.09424083769633508,0.06607142857142857,0.3,0.5464906794465989,4.063251813335252,0.12935637757955687,"{'3': 0.8571428571428571, '1': 2.0, '5': 0.3333333333333333, '4': 0.8, '2': 0.3, '6': 0.45454545454545453}",0.7908369408369408
topo4_rnp_it1,48,68,2.8333333333333335,1,1.5456030825826172,2.4461871810316205,-0.2201201201201209,0.08241758241758242,0.10148809523809525,0.18181818181818182,0.2704942426558117,3.7629515333468784,0.1164639135654684,"{'3': 0.8571428571428571, '1': 2.0, '5': 0.25, '4': 0.8, '2': 0.3, '6': 0.36363636363636365}",0.7617965367965368
topo4_rac_it3,48,68,2.8333333333333335,1,1.6372402253657083,2.4936365150822093,-0.1901814300960513,0.07936507936507936,0.04037698412698413,0.22727272727272727,0.4484944232550987,3.94706605072885,0.14668752843079164,"{'3': 0.8571428571428571, '1': 2.0, '5': 0.3333333333333333, '4': 0.8, '2': 0.3, '6': 0.45454545454545453}",0.7908369408369408
topo5_rnp_it3,42,54,2.5714285714285716,1,1.3299276232160897,2.2668019600519456,-0.09376020908199965,0.09836065573770492,0.10158730158730159,0.16666666666666666,0.6813860853262299,3.597005228255691,0.10131154392772515,"{'3': 0.21428571428571427, '1': 0.5, '5': 0.29411764705882354, '4': 0.5, '2': 0.6666666666666666}",0.43501400560224085
topo5_rac_it1,42,54,2.5714285714285716,1,1.3652639225553764,2.302534473029531,-0.15803365225998037,0.07258064516129033,0.06746031746031747,0.19047619047619047,0.7000058076452995,3.5843845877248723,0.11550954305504135,"{'3': 0.2857142857142857, '1': 0.5, '5': 0.23529411764705882, '4': 0.5, '2': 0.6666666666666666}",0.4375350140056022
topo5_rnp_it2,42,54,2.5714285714285716,1,1.3299276232160897,2.2668019600519456,-0.09376020908199965,0.09836065573770492,0.10158730158730159,0.2222222222222222,0.6813860853262206,3.5970052282556795,0.10131154392772534,"{'3': 0.21428571428571427, '1': 0.5, '5': 0.29411764705882354, '4': 0.5, '2': 0.6666666666666666}",0.43501400560224085
topo5_rnp_it5,42,54,2.5714285714285716,1,1.3299276232160897,2.2668019600519456,-0.09376020908199965,0.09836065573770492,0.10158730158730159,0.2222222222222222,0.6813860853262232,3.597005228255683,0.10131154392772562,"{'3': 0.21428571428571427, '1': 0.5, '5': 0.29411764705882354, '4': 0.5, '2': 0.6666666666666666}",0.43501400560224085
topo5_it0,42,54,2.5714285714285716,1,1.3119026013291344,2.2521735721407232,-0.1364623350592945,0.09917355371900827,0.12698412698412698,0.2222222222222222,0.776598422779442,3.5793547589055317,0.10021880900683564,"{'3': 0.21428571428571427, '1': 0.5, '5': 0.23529411764705882, '4': 0.25, '2': 0.6666666666666666}",0.37324929971988796
topo5_rnp_it4,42,54,2.5714285714285716,1,1.3299276232160897,2.2668019600519456,-0.09376020908199965,0.09836065573770492,0.10158730158730159,0.29411764705882354,0.6813860853262157,3.5970052282556733,0.10131154392772598,"{'3': 0.21428571428571427, '1': 0.5, '5': 0.29411764705882354, '4': 0.5, '2': 0.6666666666666666}",0.43501400560224085
topo5_rac_it5,42,54,2.5714285714285716,1,1.5141060091032996,2.3871067019623577,-0.11920612988318047,0.045112781954887216,0.03129251700680272,0.2222222222222222,0.8144537666041445,3.688243849751159,0.15643677529940286,"{'3': 0.2857142857142857, '1': 0.75, '5': 0.29411764705882354, '4': 0.5, '2': 0.6666666666666666}",0.4992997198879552
topo5_rac_it4,42,54,2.5714285714285716,1,1.498298354528788,2.3690678575618307,-0.15222482435597165,0.045454545454545456,0.03129251700680272,0.3157894736842105,0.8121604092995445,3.6698474046518976,0.15321270755902452,"{'3': 0.2857142857142857, '1': 0.75, '5': 0.29411764705882354, '4': 0.5, '2': 0.6666666666666666}",0.4992997198879552
topo5_rnp_it1,42,54,2.5714285714285716,1,1.3299276232160897,2.2668019600519456,-0.09376020908199965,0.09836065573770492,0.10158730158730159,0.23076923076923078,0.6813860853262224,3.5970052282556813,0.1013115439277266,"{'3': 0.21428571428571427, '1': 0.5, '5': 0.29411764705882354, '4': 0.5, '2': 0.6666666666666666}",0.43501400560224085
topo5_rac_it3,42,54,2.5714285714285716,1,1.4661718398419672,2.3658317601365724,-0.1060924369747898,0.046153846153846156,0.03129251700680272,0.23809523809523808,0.8500520149162973,3.6771122944221415,0.11643208287003075,"{'3': 0.2857142857142857, '1': 0.75, '5': 0.29411764705882354, '4': 0.5, '2': 0.6666666666666666}",0.4992997198879552
topo5_rac_it2,42,54,2.5714285714285716,1,1.3825934419959978,2.3182127125175245,-0.16879340978840188,0.048,0.031746031746031744,0.2,0.7104909109656257,3.583624700343235,0.12156754848115703,"{'3': 0.2857142857142857, '1': 0.5, '5': 0.23529411764705882, '4': 0.5, '2': 0.6666666666666666}",0.4375350140056022
topo2_rnp_it3,34,41,2.411764705882353,1,1.30874090948747,2.0114901113094255,0.004270082732853164,0.06896551724137931,0.06022408963585435,0.25,0.7750158230345927,3.3680379809431757,0.13535920613301933,"{'3': 0.7142857142857143, '1': 1.3333333333333333, '5': 0.5, '4': 0.25, '2': 0.42857142857142855, '6': 0.5}",0.6210317460317459
topo2_rac_it1,34,41,2.411764705882353,1,1.2860712417103204,2.0500208190772837,-0.12433439829605912,0.06976744186046512,0.04551820728291317,0.17647058823529413,0.7283433803924098,3.3130037479926635,0.11263166467681537,"{'3': 0.5714285714285714, '1': 1.3333333333333333, '5': 0.5, '4': 0.25, '2': 0.42857142857142855, '6': 0.3333333333333333}",0.5694444444444444
topo2_rnp_it2,34,41,2.411764705882353,1,1.30874090948747,2.0114901113094255,0.004270082732853164,0.06896551724137931,0.06022408963585435,0.23529411764705882,0.7750158230345936,3.368037980943172,0.13535920613301816,"{'3': 0.7142857142857143, '1': 1.3333333333333333, '5': 0.5, '4': 0.25, '2': 0.42857142857142855, '6': 0.5}",0.6210317460317459
topo2_it0,34,41,2.411764705882353,1,1.30874090948747,2.0907695633305727,-0.11240310077519394,0.10344827586206896,0.08473389355742297,0.16666666666666666,0.964915799651374,3.3846091656559834,0.08948018086843268,"{'3': 0.5714285714285714, '1': 1.3333333333333333, '5': 0.25, '4': 0.25, '2': 0.42857142857142855, '6': 0.16666666666666666}",0.49999999999999994
topo2_rnp_it5,34,41,2.411764705882353,1,1.30874090948747,2.0114901113094255,0.004270082732853164,0.06896551724137931,0.06022408963585435,0.26666666666666666,0.7750158230345954,3.3680379809431775,0.13535920613301688,"{'3': 0.7142857142857143, '1': 1.3333333333333333, '5': 0.5, '4': 0.25, '2': 0.42857142857142855, '6': 0.5}",0.6210317460317459
topo2_rnp_it4,34,41,2.411764705882353,1,1.30874090948747,2.0114901113094255,0.004270082732853164,0.06896551724137931,0.06022408963585435,0.26666666666666666,0.7750158230345976,3.3680379809431726,0.13535920613301888,"{'3': 0.7142857142857143, '1': 1.3333333333333333, '5': 0.5, '4': 0.25, '2': 0.42857142857142855, '6': 0.5}",0.6210317460317459
topo2_rac_it5,34,41,2.411764705882353,1,1.1910856900774462,2.0907695633305727,-0.12307692307692303,0.0,0.0,0.25,0.6590803427877878,3.0943406396764224,0.1928197274606124,"{'3': 0.5714285714285714, '5': 0.75, '1': 1.3333333333333333, '4': 0.5, '2': 0.5714285714285714, '6': 0.5}",0.7043650793650794
topo2_rac_it4,34,41,2.411764705882353,1,1.1910856900774462,2.0907695633305727,-0.13846153846153864,0.036585365853658534,0.024509803921568624,0.3076923076923077,0.4714192137197446,3.0669778054527193,0.16120465557327412,"{'3': 0.5714285714285714, '5': 0.75, '1': 1.3333333333333333, '4': 0.5, '2': 0.42857142857142855, '6': 0.3333333333333333}",0.6527777777777778
topo2_rnp_it1,34,41,2.411764705882353,1,1.30874090948747,2.0114901113094255,-0.028556178275954153,0.10344827586206896,0.08473389355742297,0.23076923076923078,0.996310110812975,3.4200755840155845,0.09326784285327092,"{'3': 0.7142857142857143, '1': 1.3333333333333333, '5': 0.25, '4': 0.25, '2': 0.42857142857142855, '6': 0.3333333333333333}",0.5515873015873015
topo2_rac_it3,34,41,2.411764705882353,1,1.30874090948747,2.0907695633305727,-0.1547803617571058,0.06896551724137931,0.040616246498599434,0.21428571428571427,0.6229456294111841,3.2656097245751026,0.12814769552598687,"{'3': 0.5714285714285714, '5': 0.75, '1': 1.3333333333333333, '4': 0.5, '2': 0.42857142857142855, '6': 0.3333333333333333}",0.6527777777777778
topo2_rac_it2,34,41,2.411764705882353,1,1.30874090948747,2.0907695633305727,-0.15478036175710558,0.06896551724137931,0.04551820728291317,0.23529411764705882,0.7763488235586475,3.319922718719651,0.10079036684573249,"{'3': 0.5714285714285714, '5': 0.5, '1': 1.3333333333333333, '4': 0.5, '2': 0.42857142857142855, '6': 0.16666666666666666}",0.5833333333333333
