topology,|V|,|E|,avg_degree,nr_connected_components,degree_std,degree_entropy,assortativity,transitivity,average_clustering,cheeger_constant,spectral_gap,spectral_radius,algebraic_connectivity,border_breadth,border_breadth_avg
topo6_rnp_it2,45,71,3.1555555555555554,1,2.430871408048796,2.426689979104559,-0.13755541098688295,0.16783216783216784,0.22307618307618307,0.22727272727272727,1.6150126480508686,5.14725622163683,0.18253078621872168,"{'3': 0.29411764705882354, '1': 0.5454545454545454, '2': 0.4117647058823529}",0.4171122994652407
topo8_rnp_it4,35,68,3.8857142857142857,1,2.549749887694069,2.5901966900701607,-0.2630387718952964,0.14516129032258066,0.17420944135229846,0.8181818181818182,2.0756430694171377,5.4716293319298845,0.4679237303297996,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.3333333333333333, '4': 2.0, '2': 3.0}",1.7333333333333336
topo8_rnp_it5,35,68,3.8857142857142857,1,2.5385195749989915,2.7044824043558746,-0.2595399054057402,0.14563106796116504,0.17786023500309212,0.7857142857142857,2.1216323223165174,5.449846400059002,0.4391716602133363,"{'3': 1.5, '1': 0.8888888888888888, '5': 1.0, '4': 2.0, '2': 3.0}",1.6777777777777778
topo8_it0,35,68,3.8857142857142857,1,2.6270181746223074,2.704482404355875,-0.3088321907319719,0.1608832807570978,0.20154607297464436,0.6875,1.695977183367276,5.5080324362655055,0.46209783372622926,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.3333333333333333, '4': 1.6666666666666667, '2': 2.6666666666666665}",1.6
topo8_rnp_it2,35,68,3.8857142857142857,1,2.6378717457334377,2.58614784863941,-0.26587622383903814,0.16037735849056603,0.17999587713873422,0.7058823529411765,2.15637301376747,5.599079266932709,0.464331011267515,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.3333333333333333, '4': 1.6666666666666667, '2': 2.6666666666666665}",1.6
topo8_rac_it1,35,68,3.8857142857142857,1,2.6161195753736224,2.771504449582678,-0.32956456737058515,0.14240506329113925,0.20023294166151306,0.6470588235294118,1.6838024966458809,5.458816968556405,0.5110797745490747,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.3333333333333333, '4': 1.6666666666666667, '2': 2.6666666666666665}",1.6
topo8_rnp_it3,35,68,3.8857142857142857,1,2.5385195749989915,2.7044824043558746,-0.28143030483124093,0.1553398058252427,0.2079509379509379,0.8,2.0158630731241742,5.423489982075992,0.4803240231041285,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.3333333333333333, '4': 1.6666666666666667, '2': 2.6666666666666665}",1.6
topo8_rac_it2,35,68,3.8857142857142857,1,2.712631074609811,2.66007203444296,-0.3523362641699737,0.13846153846153847,0.2171943929086786,0.75,1.8261887957185006,5.509720206135307,0.613774249178854,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.6666666666666667, '4': 1.6666666666666667, '2': 2.3333333333333335}",1.6
topo8_rac_it3,35,68,3.8857142857142857,1,2.7440473608098217,2.717214891585817,-0.3654502046384718,0.13719512195121952,0.2168542568542568,0.7058823529411765,1.8390175775799555,5.509800481658152,0.6064941817273664,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.6666666666666667, '4': 1.6666666666666667, '2': 2.3333333333333335}",1.6
topo8_rnp_it1,35,68,3.8857142857142857,1,2.605175382869684,2.4931498024738117,-0.2944065238449237,0.1523809523809524,0.17115233972376825,0.7333333333333333,2.009130439927,5.532272740213121,0.4626029142771363,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.3333333333333333, '4': 1.6666666666666667, '2': 2.6666666666666665}",1.6
topo8_rac_it4,35,68,3.8857142857142857,1,2.680846652740549,2.6556393773688267,-0.31771204561653593,0.13043478260869565,0.18669552669552666,0.8125,1.9652051191327855,5.50007710263467,0.6254572040197053,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.6666666666666667, '4': 1.6666666666666667, '2': 2.3333333333333335}",1.6
topo8_rac_it5,35,68,3.8857142857142857,1,2.680846652740549,2.792870516635899,-0.3268292682926831,0.13043478260869565,0.20098124098124096,0.8125,1.9608644494729828,5.49254566065385,0.6571197626062,"{'3': 1.5, '1': 0.8333333333333334, '5': 1.6666666666666667, '4': 1.6666666666666667, '2': 2.3333333333333335}",1.6
topo3_rnp_it2,49,65,2.6530612244897958,1,1.8466850654471214,2.378433775030211,-0.3433717153823446,0.06282722513089005,0.046031746031746035,0.09090909090909091,0.5849072076535315,3.9617719850243835,0.06619825693843172,"{'3': 0.16666666666666666, '1': 0.25, '2': 0.14285714285714285, '4': 0.3333333333333333}",0.2232142857142857
